Issue key,Issue id,Assignee,Status,Created,Labels,Labels,Labels,Labels,Issue Type,Resolved,Custom field (SLA дата наступления просрочки),Description,Custom field (description ),Custom field (Количество обращений),Custom field (Команда устраняющая проблему)
ADIRINC-635,2295498,U_M177U,Закрыт,16.06.2022 12:01,to_fix,,,,Дефект промсреды,26.08.2022 09:43,2022-08-17 00:00:00.0,"У клиентов на IOS с версией приложения Альфа-инвестиции 2.11 не отображается баланс на БС и стоимость ценных бумаг, в логах видно что от multi-markets-api приходят 404. На остальных версиях ответы корректные и отображение тоже.",,1.0,Мобильный терминал
ADIRINC-634,2295456,U_M19LL,Закрыт,16.06.2022 11:42,,,,,Дефект промсреды,17.05.2023 12:46,2022-07-28 00:00:00.0,"Коллеги,  у нас в МТ курс тенге за 1 штуку указан 13.... рублей, в то время как на сайте ЦБ РФ это стоимость 100 тенге [https://www.cbr.ru/currency_base/daily/]",,3.0,Core
ADIRINC-633,2295409,U_M1DKF,На исправление,16.06.2022 11:34,,,,,Дефект промсреды,,2022-07-28 00:00:00.0,"Клиент пытается пополнить БС с карты
ОР: Клиент успешно пополняет БС
ФР: У клиента возникает ошибка \\\\\\\\\\\\\\\""Произошла ошибка при создании операции перевода\\\\\\\\\\\\\\\""
В логах ЛК ошибка ERRMNU9999  !image-2022-06-16-11-30-30-847.png|thumbnail! 
В логах pipe сервис WSClickPaymentCreatePerson2Person#Add возвращает ошибку: \\\\\\\\\\\\\\\""(245 мс.) KSM2010  Card \\\\\\\\\\\\\\\""132079831\\\\\\\\\\\\\\\"" does not exist on the database\\\\\\\\\\\\\\\""
Где \\\\\\\\\\\\\\\""132079831\\\\\\\\\\\\\\\"" -  это идентификатор пластика карты, которого нет в таблицах acomop1.cc3pf, acomop1.cc2pf в EQ.  Непонятно почему он туда не попал, при этом пополнение FAKE карты через Альфа-Мобайл проходит успешно.",,48.0,Личный кабинет
ADIRINC-632,2289974,U_M07DK,Отклонен,14.06.2022 18:00,,,,,Дефект промсреды,08.07.2022 18:58,2022-07-27 00:00:00.0,"У клиента на брокерском счету 495 евро, в  Альфа админ портфель пустой. Посмотрели в ad3 и ad4, записей нет. В EQ отображается, что дс на евро-брокерском счету есть. Получены в следствии операции дарения. Сслыка на тред прекрепляю  https://alfamobile.slack.com/archives/C0152MPGQEB/p1654517705957089 ",,,Core
ADIRINC-631,2289131,U_M0WVN,Закрыт,14.06.2022 15:37,,,,,Дефект промсреды,17.01.2024 14:50,2022-07-26 00:00:00.0,"Добрый день! 

Клиенты 88848 (XS0088543193) и 4248104 (RU000A101PS2) обратились с проблемой, что не могут перевести свои бумаги (нрд) к другому брокеру, так как доступное кол-во = 0.
 В hell.dbo.v_arm_transfers депо. переводы в просроченном статусе.
 (задача, где делали статусы - ADIRTECH-63 Депозитарные переводы. Зачисления и списания - Alfa-bank Issue Tracker (alfaintra.net)
 [http://confluence.moscow.alfaintra.net/pages/viewpage.action?pageId=271469873&preview=%2F271469873%2F273431477%2F%D0%A1%D1%82%D0%B0%D1%82%D1%83%D1%81%D1%8B+%D0%BF%D0%BE%D1%80%D1%83%D1%87%D0%B5%D0%BD%D0%B8%D0%B9.docx])
 Судя по задаче, какой-то иной статус для перевода, который еще не совершился, кроме ""Просрочено"" не подразумевается.
 Что приводит к дезинформации сотрудников 1 линии, которые видят такой статус, при этом клиенты не видят бумаг в портфеле клиентов, ни у нас, ни у других брокеров, так как процесс перевода пока еще в процессе.

!image-2022-06-14-15-30-27-935.png!

Данный статус транслируется в Альфа-Админ, где его смотрят сотрудники 1 и 2 линии.
 Кажется, необходим какой-то промежуточный статус, либо увеличивать сроки для ""Просрочено"", а не < сегодня 

 
Обсуждалось тут - https://alfamobile.slack.com/archives/C0152MPGQEB/p1655205669393039",,42.0,Core
ADIRINC-630,2285568,U_M00ZM,Закрыт,14.06.2022 09:42,,,,,Дефект промсреды,26.07.2022 17:37,2022-08-15 00:00:00.0,Не проходят переводы на срочный рынок (ФОРТС) из-за рефакторинга процедуры. ,,,Core
ADIRINC-628,2277726,U_M1CUE,Закрыт,09.06.2022 11:19,,,,,Дефект промсреды,09.01.2024 10:36,2022-09-02 00:00:00.0,"Добрый день! 
У клиента (AQWKEV) по Инвесткопилке и БС отображается баланс из EQ (без учета стоимости активов) из-за того, что сервис [http://esbwsreco/adir/assetprices/v10/rest] не возвращает цену по какому-то инструменту (в данном случае по IE00BBGT3753)
Ответ investments-api/agreements/balances
{code:java}
{
  \\\\\\\\\\\\\\\""errorId\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""9e69ab14cabc1286\\\\\\\\\\\\\\\"",
  \\\\\\\\\\\\\\\""application\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""investments-api\\\\\\\\\\\\\\\"",
  \\\\\\\\\\\\\\\""errorCode\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""UNKNOWN_ERROR\\\\\\\\\\\\\\\"",
  \\\\\\\\\\\\\\\""messages\\\\\\\\\\\\\\\"": {
    \\\\\\\\\\\\\\\""ru\\\\\\\\\\\\\\\"": \\\\\\\\\\\\\\\""Price for IE00BBGT3753 is missing in brokerage-price cache.\\\\\\\\\\\\\\\""
  }
}
{code}
Из-за данного инструмента страдают все брокерские счета (Инвесткопилка тоже)",,36.0,Core
ADIRINC-627,2277463,U_M1CQQ,Закрыт,09.06.2022 10:22,,,,,Дефект промсреды,31.01.2023 11:07,2022-07-22 00:00:00.0,"Добрый день! 

Поступает много запросов от клиентов, в которых они сообщают, что не могут вывести ДС с инвесткопилки.
 В логах видим, что клиенту возвращается 0 лимит
 [http://adirelkprod.alfadirect.ru/goto/ff726e7cee2da0759cd6e338c8e5221d]
{code:java}
>>>
2022-06-08 10:40:47.61006 Входящий запрос клиентских лимитов/ограничений (NTOperationConstraintsRequest):
{
  ""ProductType"": ""MoneyBox"",
  ""AuthType"": ""Pin"",
  ""AuthToken"": ""AVM98U"",
  ""Channel"": 6,
  ""AccountId"": 4854028,
  ""SubAccountId"": 0,
  ""Section"": ""MAIN"",
  ""AssetId"": ""RUB"",
  ""Amount"": 4000.0,
  ""Operation"": ""OUT""
}
2022-06-08 10:40:47.61008 Вызов процедуры: [client].[check_tax]
2022-06-08 10:40:47.61009 Параметры: 
acc_code:4854028-000
place_code:MICEX_SHR
p_code:RUB
oper_type:OUT
amount:4000

2022-06-08 10:40:48.40155 Время ожидания ответа:791ms
2022-06-08 10:40:48.40160 Ответ БД: (NTOperationCalculateTaxesResponse):
{
  ""TaxSum"": 0.00,
  ""TaxTotal"": 0.00,
  ""TaxRate"": 13.00,
  ""BalancePrice"": 0.00,
  ""AmountToRub"": 1.000000,
  ""IsActual"": true
}
2022-06-08 10:40:48.40166 Результат преобразования входящего запроса (из NTOperationConstraintsRequest в ClientGetWithdrawMoneyLimitReq):
{
  ""IdRequest"": 11189,
  ""IdAccount"": 4854028,
  ""IdSubAccount"": 3013861,
  ""IdRazdel"": 21024646,
  ""IdObjectCurrency"": 174368,
  ""Zone"": ""ALFA""
}
2022-06-08 10:40:48.40171 Результат преобразования ClientGetWithdrawMoneyLimitReq в TsWrapperEntity:
{
  ""IdLogin"": 0,
  ""CameTsTime"": 0,
  ""CameFeTime"": ""2022-06-08T10:40:48.4016876+03:00"",
  ""Entity"": {
    ""IdRequest"": 11189,
    ""IdAccount"": 4854028,
    ""IdSubAccount"": 3013861,
    ""IdRazdel"": 21024646,
    ""IdObjectCurrency"": 174368,
    ""Zone"": ""ALFA""
  },
  ""IdLock"": 4854028,
  ""RequestId"": -1,
  ""IdDevice"": ""ALFAINVEST01"",
  ""SessionId"": 0,
  ""Version"": 0,
  ""Operation"": 0
}
2022-06-08 10:40:48.40180 Время ожидания ответа ЛС:0ms
2022-06-08 10:40:48.40215 Полученный из ЛС ответ на запрос #11189:
{
  ""IdRequest"": 11189,
  ""IdAccount"": 4854028,
  ""IdSubAccount"": 3013861,
  ""IdRazdel"": 21024646,
  ""IdObjectCurrency"": 174368,
  ""Zone"": ""ALFA"",
  ""AmountOwn"": 0.0,
  ""AmountMargin"": 0.0,
  ""CmsTotal"": 0.0,
  ""ExtraCmsPossible"": false,
  ""TaxBase"": 0.0,
  ""TaxRate"": 0.0,
  ""RateToRub"": 1.0,
  ""ErrorCode"": 0,
  ""ErrorText"": null
}
2022-06-08 10:40:48.40218 Результат преобразования ответа ЛС (из ClientGetWithdrawMoneyLimitRsp в NTOperationConstraintsResponse):
{
  ""Limits"": {
    ""Own"": 0.0,
    ""Marginal"": 0.0
  },
  ""Taxes"": {
    ""TaxTotal"": 0.00,
    ""TaxSum"": 0.00,
    ""TaxRate"": 13.00,
    ""BalancePrice"": 0.00,
    ""AmountToRub"": 1.000000,
    ""IsActual"": true
  }
}
{code}
На балансе у клиента только ДС 
 !image-2022-06-09-10-20-26-630.png|width=912,height=254!
 Заявок на покупку БПИФа не выставленно, боланс положительный, а значит и ДС должны быть доступны к выводу.

Выяснили, что проблему также создала зависшая заявка на продажу БПИФ от 25.05, она урезала доступный для вывода лимит (в данном случае на всю сумму).

Эти заявки по умолчанию переводятся в отмененные через 30 дней, необходимо, чтобы это случалось через 1 день",,,Core
ADIRINC-626,2274930,U_M0NT4,Закрыт,08.06.2022 13:41,,,,,Дефект промсреды,22.02.2024 13:56,2022-08-10 00:00:00.0,"Добрый день!


При запросе в multi-markets-api по 3 symbolObjects(""ASZ_DR"", ""EUR"", ""USD""), процедура вызывается только по бумагам? [http://adirelkprod.alfadirect.ru/goto/d70b13747e7dcdcc153e88d8b735a31d]
Вызов multi-markets-api
curl 'http://adappr1:24406/markets' -X POST -H 'AUTH-USER-ID: AHE0NM' -H 'CHANNEL-ID: I1' -H 'Content-type: application/json' -d '\{""symbolObjects"":[ ""ASZ_DR"", ""EUR"", ""USD"" ]}' | jq []
Вызов процедуры:
Тип команды: 'StoredProcedure'
Текст команды: '[actives].[get_symbol_trade_boards]'
Входные параметры: '[\{""name"":""symbol_list"",""value"":{""values"":[{""symbol_object"":""ASZ_DR""}]}}]'

Из-за того, что инструмент ASZ_DR кривой, возвращается пустой список, из-за чего падает отображение всего портфеля (в том числе и валют)Выяснили, что инструмент 

ASZ_DR не должен отображаться в портфеле, так как является дробью, но в любом случае, если у клиента 1 проблемный актив и валюты, то ситуация будет аналогичной.

Ожидается, что вы вернете доступные рынки и по бумагам, чтобы ломалось отображение доходности только по кривым инструментам
!Изображение из iOS.png|width=369,height=799!",,4.0,Core
ADIRINC-625,2268883,U_M187Q,Отклонен,06.06.2022 16:24,,,,,Дефект промсреды,17.05.2023 12:56,2022-07-19 00:00:00.0,"При запуске 2-ух контейнеров с config-server, ломаетcя api-config. В config-server ошибка 
""Cannot pull from remote ssh://git@git.moscow.alfaintra.net/ainvest/infra-configs.git, the working tree is not clean. ""
 !image-2022-06-06-16-22-57-956.png|thumbnail! ",,,Core
ADIRINC-624,2268871,U_M187Q,Отклонен,06.06.2022 16:20,,,,,Дефект промсреды,17.05.2023 12:56,2022-07-19 00:00:00.0,"Мезос  должен гасить все мезос-контейнеры на хостах помеченные как Unreachable и после этого поднимать новые контейнеры, но не всегда контейнеры стопаются. Пример авария 02.06.2022  !image-2022-06-06-16-18-48-928.png|thumbnail! ",,,Core
ADIRINC-623,2268740,U_M1FHQ,Закрыт,06.06.2022 16:04,,,,,Дефект промсреды,06.06.2022 17:38,2022-07-19 00:00:00.0,"Добрый день! 

Клиент 1264688 пытается вывести BYN на текущий в АБ, но выхожит ошибка расчета лимитов.

  !image-2022-06-06-15-56-26-667.png|width=803,height=272!

!image-2022-06-06-15-57-26-992.png!

В секе такое:
{code:java}
Auth: auth:filin_da2
Elapsed: 15
level: Error
Request:
{""authType"":""Login"",""authToken"":""filin_da2"",""channel"":""STAD"",""accountId"":1264688,""subAccountId"":0,""section"":""MAIN"",""assetId"":""BYN"",""amount"":0.0,""operation"":""OUT""}
requestId:
1e7562b1-e9f7-4b47-a298-3a8f87392edd
Response:
{""type"":""https://tools.ietf.org/html/rfc7231#section-6.5.1"",""title"":""One or more validation errors occurred."",""status"":400,""requestId"":""1e7562b1-e9f7-4b47-a298-3a8f87392edd"",""errors"":{""request"":[""The request field is required.""],""$.assetId"":[""The JSON value could not be converted to LimitService.Contracts.Enums.Currency. Path: $.assetId | LineNumber: 0 | BytePositionInLine: 130.""]}}
Source: LK_AlfaDirect
StatusCode: BadRequest
url: /rest/ntoperation/constraints
User: filin_da2
X-Request-Id: 1e7562b1-e9f7-4b47-a298-3a8f87392edd
{code}
Логи: [http://adirelkprod.alfadirect.ru/goto/1185179ebe6a58b3194130fdc7c729aa]
Треды с обсуждением: [https://alfamobile.slack.com/archives/C0152MPGQEB/p1654514090048049]
https://alfamobile.slack.com/archives/C01AY4L37K4/p1654515036427589",,,Core
ADIRINC-622,2268083,U_M177U,Закрыт,06.06.2022 14:47,to_fix,,,,Дефект промсреды,03.12.2022 15:35,2022-09-19 00:00:00.0,"Не обновляется Субсчет на вкладке ""Позиция"", при смене субсчета через вкладку ""График"".

 

Воспроизведение: в одном портфеле переходим в бумагу, выбираем вкладку ""График"", в графике, наверху, в выпадающем списке, меняем портфель, затем переходим на вкладку ""Позиция"".

ОР: отображается позиция по счету, на который переключались из вкладки ""График"".

ФР: отображается позиция по счету, из которого в Портфеле переходили в инструмент.

!image-2022-06-06-14-40-56-595.png|width=236,height=458!

Вверху экрана нулевой, в разделе позиция 006. 

У клиента данный инструмент куплен и на 000 субсчете и на 006 и данный баг вводит его в заблуждение.",,1.0,Мобильный терминал
ADIRINC-621,2266704,U_M1DQU,Закрыт,06.06.2022 11:25,to_closed,,,,Дефект промсреды,23.06.2022 13:07,2022-08-08 00:00:00.0,"МТ 2.14.0. Андроид.

На вкладке ""Заявка"" - ""Продажа"", *в режиме ""Pro""*, не отображается доступное кол-во шт., всегда пишет: ""В портфеле: 0 шт."", хотя в портфеле ЦБ имеются. В режиме ""Lite"" - отображается корректно.

При этом, если руками указать нужное кол-во из доступных в портфеле, заявка выставится.

Режим ""Pro"":

!image-2022-06-06-11-21-37-362.png|width=251,height=492!

Режим ""Lite"":

!image-2022-06-06-11-22-11-716.png|width=259,height=520!",,21.0,Мобильный терминал
ADIRINC-620,2258736,U_M19LL,Отклонен,02.06.2022 10:33,,,,,Дефект промсреды,28.06.2022 11:02,2022-07-15 00:00:00.0,"Клиенты при попытке продать акции (POLY, YNDX, OZON) получают ошибку:  Инструмент не доступен к торгам для данного типа счета.  Запрет на продажу данных бумаг снят 26.05.2022г. ",,18.0,Core
ADIRINC-619,2257007,U_M18H1,Закрыт,01.06.2022 15:44,,,,,Дефект промсреды,22.09.2023 13:32,2022-10-26 00:00:00.0,"При попытке вывода на счет в АБ возникает данная ошибка.

Необходимо корректно обработать ошибкую и представить ее в легком для восприятии клиента виде.

На данный момент клиенту было посоветовано переустановить приложение и перелогиниться.

!http://sm-web1/sm/servlet/attachment/snimok_ekrana.png?application=incidents&topic=SD15220844&type=file&uid=62961a4d003c2204802618b8&key=CERF1UNJsDZABcYsqoYmXKAYwr!",,21.0,Личный кабинет
ADIRINC-618,2250882,U_M00ZM,Отклонен,31.05.2022 09:56,,,,,Дефект промсреды,09.06.2022 10:05,2022-07-13 00:00:00.0,"Не отображаются данные о предстоящих выплатах дивидендов по многим инструментам в МТ.

Для примера - RU0007775219. В МТ последняя дата фиксации: 12.10.21. Но должны быть дивы за 12.07.22 - [https://nsddata.ru/ru/news/view/854921.]

RU000A0DKVS5 - [https://nsddata.ru/ru/news/view/849373] должны быть дивы 05.05.22 + 11.10.21 - [https://nsddata.ru/ru/news/view/771344]. В МТ последняя дата - 07.05.21.

В [hell_cache].[dividends].[history] отсутсвуют данные по этим инструментам. Есть предположение, что проблема в неполучении данных от Micex'a, либо не формировании очереди по дивам в MQ.

Архитектура во вложении.",,,Core
ADIRINC-617,2250771,U_M1CUE,Отклонен,31.05.2022 09:00,,,,,Дефект промсреды,06.08.2024 10:28,2022-08-02 00:00:00.0,"Клиент пытается открыть БС в приложении Альфа-Инвестиции
ОР: Клиент успешно открывает счет
ФР: У клиента высвечивается ошибка \\\\\\\\\\\\\\\""Нужен второй заход\\\\\\\\\\\\\\\"", В логах ошибка, что паспорт РФ просрочен, хотя на самом деле это не так   !image-2022-05-31-08-57-20-632.png|thumbnail!  !image-2022-05-31-08-57-37-679.png|thumbnail!  !image-2022-05-31-08-58-23-046.png|thumbnail! ",,19.0,Core
ADIRINC-615,2242190,U_M00ZM,Закрыт,27.05.2022 09:25,Фронт,,,,Дефект промсреды,15.11.2022 13:22,2022-07-29 00:00:00.0,"Не отображается Ддата погашения и Ближайшая выплата во вкладке ""Позиция"" по активам в версии МТ v.2.14.0 для Android. 

!http://sm-web2/sm/servlet/attachment/16535714283905560899960425146179_%281%29.jpg?application=incidents&topic=SD15181922&type=file&uid=628f188e000a30938025e8a0&key=Kg8VMkvfe5gpQ%2BmX0emPUepLcz|width=250,height=500!",,16.0,Мобильный терминал
ADIRINC-614,2240597,,Закрыт,26.05.2022 16:45,,,,,Дефект промсреды,02.03.2023 16:24,2022-08-19 00:00:00.0,"При попытке вывода с одного счета на дргугой (пока проверили на счетах клиента AVTT3M, РЦБ -> Фортс) появялется ошибка ""При расчете лимитов произошла ошибка. Обратитесь в службу клиентского сериса"".

Если несколько раз переключиться между вкладками- например, прыгнуть на вкладку ""В дргуой банк"", и затем вернуться, то ошибка пропадает и сумма, доступная к выводу считается корректно.

В сразу после в Seq можно найти две почти аналогичные записи- одна с ошибкой, вторая нет.

!image-2022-05-26-16-41-38-487.png!

Скрин ошибки:

!image-2022-05-26-16-45-00-265.png!",,,Core
ADIRINC-613,2239116,U_M1FE1,Закрыт,26.05.2022 09:23,,,,,Дефект промсреды,22.02.2024 12:49,2022-08-19 00:00:00.0,"# В МТ перепутаны местами тестирования по облигациям и акциям в уроках для начинающих.

Воспроизведение:

1.
 # Открыть вкладку ""Обучение""
 # Перейти в ""Уроки для начинающих""
 # Открыть ""Шаг 2. Гид по ценным бумагам"" - ""Стоит купить акции?""
 # Нажать ""Открыть тест""

ОР: Откроется тестирование по акциям.

ФР: Открывается тестирование по облигациям.

2. 
 # Открыть вкладку ""Обучение""
 # Перейти в ""Уроки для начинающих""
 # Открыть ""Шаг 2. Гид по ценным бумагам"" - ""Стоит купить облигации?""
 # Нажать ""Открыть тест""

ОР: Откроется тестирование по облигациям.

ФР: Откроется тестирование по акциям.
  ",,7.0,НТФ (ЛК)
ADIRINC-610,2233442,U_M16WU,Закрыт,24.05.2022 11:27,,,,,Дефект промсреды,10.04.2024 11:55,2023-09-08 00:00:00.0,"Позиции по новым валютам, которыми разрешено торговать в QUIK (CHF, BYN, CNY, TRY,HKD), в файле лимитов обозначаются как бумаги, а не как  деньги.  В связи с этим клиенты не могут провести сделки по продаже и терпят убытки. Просьба исправить.  С климовым Алексеем Петровичем разговаривали на эту тему, он  в курсе проблемы.",,2.0,Core
ADIRINC-607,2228956,U_M198S,Отклонен,23.05.2022 10:34,,,,,Дефект промсреды,02.03.2023 16:18,2022-07-05 00:00:00.0,"Добрый день! 

Неоднократно замечали, что при наличии минуса в ДС на Инвесткопилке, например после удержания комиссии, то баланс не пересчитывается автоматически. Это приводит к тому, что клиенту надо вновь пополнить счёт инвесткопилки, а после уже совершать вывод. 

!image-2022-05-23-10-34-34-306.png!",,,Core
ADIRINC-606,2226698,U_M1AYE,Отклонен,20.05.2022 15:51,,,,,Дефект промсреды,05.05.2023 14:25,2022-07-04 00:00:00.0,"У 1327 активов, которые имеются в портфеле у клиентов (!) Отсутствует текущая и входящая цена в МТ и ДТ. 

Проверить можно следующим скриптом:

select distinct obj.isin from adfront.bs.Objects as obj
 join ADFront.[bs].[Positions] as pos on pos.IdObject = obj.IdObject 

where obj.idObject not in 
 (
 SELECT distinct(fi.IdObject) FROM AdFront.fi.fininfoext as fe 
 join ADFront.dbo.FinInstruments as fi on fe.IdFi = fi.IdFI
 join ADFront.Liquidity.TradeMarketBoards as liq on liq.IdMarketBoard = fi.IdMarketBoard
 where (
 (
 (
 (DATEPART(DD,fe.PrevLastDate)-DATEPART(DD,FE.PrevFairPriceDate)) <= 10)
 and fe.PrevLast != 0 or fe.PrevLast is not null
 ) 
 or fe.FairPrice is not null
 )
 and liq.IsLiquidMarketBoard != 1
 )

and obj.ISIN is not null
 and obj.CodeObjectType != 'CC'
 order by obj.ISIN

 

Скрипт писал на основании, что актив с ценами должен быть на ликвидном рынке - [http://confluence.moscow.alfaintra.net/pages/viewpage.action?pageId=620499735]

+ формула текущей и входящей цены [http://confluence.moscow.alfaintra.net/pages/viewpage.action?pageId=588006710]

 

Пример у клиента 4605294. С ISIN'ами: RU000A0JTFL1, RU000A0JP4L0, RU000A0JRMM9

!image-2022-05-20-15-53-31-212.png!",,19.0,Core
ADIRINC-605,2223341,U_M1FPP,Отклонен,19.05.2022 15:53,,,,,Дефект промсреды,30.11.2022 12:07,2022-07-01 00:00:00.0,"Обращаются клиенты с некорректным отображением в брокерском отчете.

Брокерский отчет строится на основании информации полученной из БД quotes и если активы клиента на данный момент не торгуются на бирже, на которой он его покупал, то может возникнуть расхождение с брокерским отчетом, т.к. данные по активу берутся из разных мест.

Необходимо устранить расхождение между брокерским отчетом и торговыми интерфейсами. 

Пример у клиента гс 284081 за 06.04.22:

  !http://sm-web2/sm/servlet/attachment/snimok_ekrana.png?application=incidents&topic=SD14832965&type=file&uid=624d8f6c0018819981cb2790&key=JQlVmRAxB2RUgrxptVxn0tL1Fs|width=297,height=633!

!http://sm-web2/sm/servlet/attachment/snimok_ekrana2.png?application=incidents&topic=SD14832965&type=file&uid=624d8f6c0018819a81cb2790&key=g4xrl6mPZA2A5mC%2FTe97dLSwst!

 ",,,Core
ADIRINC-599,2213091,U_M19LL,Закрыт,16.05.2022 18:45,feature_request,ОТЭИСФЛ,,,Дефект промсреды,10.01.2024 09:57,2022-08-10 00:00:00.0,"Поступают жалобы от клиентов. Нет информации по купонам Только инфо по выплаченным купонам…
Например: Облигация RU000A102V51
Во вкладке купоны нет графика выплаты купонов по данной облигации…
В купонном календаре тоже нет инфо по данной облигации.
Данные по купонному календарю тянутся с Блумберг. На данный момент Блумберг отключил нас от своих сервисов, поэтому информация в календаре неверная. ",,252.0,Сатурн
ADIRINC-598,2204706,U_M1AYE,Закрыт,12.05.2022 16:21,,,,,Дефект промсреды,26.12.2022 11:27,2022-06-24 00:00:00.0,"Чтобы воспроизвести проблему:

Открыть Торговый стакан (DOM) -> Уменьшить ширину стакана

ОР: элементы управления остаются видимыми при изменении ширины окна

!image-2022-05-12-16-17-10-163.png!

ФР: элементы управления скрываются при изменении ширины окна

!image-2022-05-12-16-14-54-548.png!

Если стакан достаточно широкий, то все элементы управления («доллар», автоподбор ширины колонок, оранжевая галочка и проч.) в заголовке видны, и ими можно пользоваться.
Однако если уменьшить ширину стакана до приемлемой (мне такой широкий стакан совсем не нужен), то все элементы управления в заголовке пропадают.

Используемая версия терминала- 4.0.3417.2101.",,,АИ ПРО
ADIRINC-597,2197299,U_M1FPP,Отклонен,06.05.2022 14:12,,,,,Дефект промсреды,20.05.2022 11:37,2022-06-22 00:00:00.0,"Обращаются клиенты с тем, что RU000A101KJ2 торгуется на МБ, а у нас нет.
На самом деле, торги у нас идут на 150 борде (МБ ЦК T+1), а у клиентов инструмент заведен на 14 борде (МБ)
Докупить допустим они смогут из раздела ""Рынки"", но уже имеющиеся продать из портфеля не могут.
Для примера, гсы - 37927,200082,635398,66964
+ RU000A103UY6, RU000A1023L9 Заведены корректно, везде активны, но на МБ торги идут, а у нас с 27 апреля - нет

 ",,,Core
ADIRINC-595,2194460,U_M1FPP,Закрыт,05.05.2022 14:58,,,,,Дефект промсреды,26.10.2022 09:21,2022-07-11 00:00:00.0,"У клиентов не отображаются позиции в портфеле, на рынке, отличном от заведенных в adfront. В большинстве своем, у клиентов ЦБ на СПБ, а СПБ рынок по данной ЦБ не заведен в 4ке. Проверить проблемных клиентов-ЦБ можно скриптом:
{code:java}
 select acc_code, b.p_code, b.real_rest, b.place_code, mb.NameMarketBoard
   from hell.dbo.balance as b
  join hell.dbo.actives as a on a.p_code = b.p_code
  join adback.hell.matchactives2objects as mao on mao.act_id = a.act_id
  left join adfront.bs.positions as p on p.idaccount = b.treaty and p.idobject = mao.idobject
  join adfront.bs.objects as o on o.idobject = mao.idobject 
  join ADFront.dbo.FinInstruments as fi on fi.idobject = o.idobject
  join [ADFront].[dbo].[MarketBoards] as mb on mb.IdMarketBoard = fi.IdMarketBoard
  left join AdFront.fi.FinInfoExt as fie on fie.idfi = fi.idfi
  where 1=1
  and b.p_code not in ('money','USD', 'EUR')
  and b.real_rest > '0.00'
  and p.idobject is null
  and b.treaty > 1000
  and b.treaty < 99999999
  and len(o.isin) =12
    and fie.IdTradePeriodStatus in ('6','10')
  and fie.IdAllowOrderStatus = '4'
 --and mb.namemarketboard not like '%спб%' --нет спб борда
   --and b.place_code = 'SPBEX_FSHR' --спб в портфеле
  order by acc_code desc
{code}
На данный момент, 994 инструмента без СПб маркета, но имеющихся у клиентов.

Обсуждали тут - [https://alfamobile.slack.com/archives/C0152MPGQEB/p1651218671948339]

На случай отключения слака, во вложении также прикрепил переписку.

Список таких инструментов - .[^списокЦБ.txt]",,244.0,Core
ADIRINC-589,2188043,U_M1DQU,Отклонен,30.04.2022 09:37,to_fix,,,,Дефект промсреды,02.09.2022 13:32,2022-06-20 00:00:00.0,"Добрый день! 



Обратился клиент с некорректной суммой величины купона. Скорректировали через АА. На след день на ios данные скорректировались, при этом на Андройде они не изменились.

!02d02012-f37f-46e6-8ad4-5fe3ce383539.jpg|width=269,height=583!

!a68ae359-b651-4240-8e15-49d1ce26c416.jpg|width=272,height=608!

 

 ",,,Мобильный терминал
ADIRINC-588,2188042,U_M0AXT,Отклонен,30.04.2022 09:11,,,,,Дефект промсреды,23.11.2022 20:30,2022-06-20 00:00:00.0,"Добрый день! 

Обращается клиент с вопросом по двум выставленным заявкам -354657700, -354497414
Со слов клиента, он их не выставлял. Да и по логам видно, то инициатор - ADir2010.
Это могут быть роботы? Какой признак даст ответ на это? 

Как мы можем просмотреть весь список роботов по клиенту?

!image-2022-04-30-09-08-25-253.png!

Может стоит в терминалах показывать, что заявка выставлена роботом? Чтобы клиенты не обращались к нам с вопросами? ",,,Core
ADIRINC-587,2188041,U_M177U,Отклонен,30.04.2022 08:21,to_fix,,,,Дефект промсреды,03.12.2022 15:32,2022-06-20 00:00:00.0,"Добрый день! 

Клиент 4472018 
Платформа МТ 
У клиента ИИС. 
При запросе реквизитов счета через МТ → Портфель → Пополнение → Показать реквизиты у клиента показывает реквизиты брокерского счета, а не счета ИИС.

У меня всегда реквизиты брокерского тоже на IOS.",,,Мобильный терминал
ADIRINC-586,2187627,U_M1DQU,Закрыт,29.04.2022 18:48,not_reproduced,,,,Дефект промсреды,15.03.2023 12:29,2023-03-17 00:00:00.0,"Добрый день! 

При переходе в МТ в инструмент иностранного эмитента показывается ошибка.
Даная ошибка расценивается клиентами, как проблема, после чего они формируют обращение в саппорт.

!d1b8c84c-5a89-4cdc-90e0-ac8a1b11a1fe.jpg!

Необходимо возвращать понятную для клиента ошибку.",,3.0,Мобильный терминал
